订单编号,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码
17304723911043616,创意 发光电动狗有声倒退狗会叫戴眼镜裙子儿童玩具批发地摊热卖,5.55,6,DTG-PM0128,颜色分类：平毛倒退狗;大小描述：颜色随机,,,交易成功,DTG-PM0128
17309341328252425,创意儿童玩具批发小雨伞泡泡棒吹泡泡好玩的泡泡水 地摊热卖玩具,2.25,3,GC018006,,,,交易成功,GC018006
17309341328252425,儿童玩具水枪透明水枪戏水玩具大号宝宝儿童玩具批发地摊货源义乌,2.55,3,3700C0374,,,,交易成功,3700C0374
17309341328252425,新品 儿童玩具四驱车男孩玩具车四驱赛车玩具电动车地摊货源批发,3.98,4,007SQC0541,,,,交易成功,007SQC0541
17309341328252425,儿童地摊小玩具批发经典创意幼儿园礼物100只装竹蜻蜓飞天小玩意,9.9,1,ZQT0054,,,,交易成功,ZQT0054
17309341328252425,四通遥控车电动玩具汽车模型遥控赛车警车赛车儿童益智玩具车男孩,29.9,1,22400A0361,颜色分类：遥控越野车（可充电）;套餐类型：选好款式，颜色随机,,,交易成功,22400A0361
17280420232578649,创意儿童传统套圈圈玩具海洋水机夜市地摊货源批发六一儿童节礼物,2.29,60,GC087001,,,开收据,交易成功,GC087001
17301961276738143,创意新款发光翅膀背带儿童演出服装天使蝴蝶翅膀地摊货源玩具批发,5.55,12,DCFGCB0150,颜色分类：发光翅膀;大小描述：大号,,,交易成功,DCFGCB0150
17288103354286239,创意益智公主玩具女孩生日礼物礼盒单个婚纱新娘女童玩具娃娃热卖,13.9,3,GC058001,颜色分类：8050开窗女孩;高度：颜色随机,,,交易成功,GC058001
21412969369069171,幼儿童迷你生活小家电过家家男女孩玩具仿真厨房具烤箱微波炉热卖,8.55,1,GC066005,,,,交易成功,GC066005
17264080422269745,创意回力汽车玩具车套装12个装车模型地摊热卖货源儿童玩具车批发,8.8,1,168-110SJMC,,,,交易成功,168-110SJMC
17273983753759454,迷你儿童玩具推土机工程车新奇特挖机益智儿童幼儿园礼品玩具批发,1.29,1,237GCC0235,,,,交易成功,237GCC0235
17273983753759454,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,3.9,1,398-13GCC0199,颜色分类：398-13挖掘机,,,交易成功,398-13GCC0199
17273983753759454,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,2.9,1,866GCC0232,颜色分类：866铲车挖机,,,交易成功,866GCC0232
17273983753759454,磁性钓鱼套装益智儿童钓鱼玩具小猫宝宝钓鱼池洗澡戏水男孩1-3岁,53.8,1,GC088002,颜色分类：双杆26件套（带水池）,,,交易成功,GC088002
17273983753759454,创意发光玩具热卖音乐闪光陀螺新奇儿童小孩玩具夜市地摊货源批发,3.9,1,851TL0400,,,,交易成功,851TL0400
17273983753759454,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,3.9,1,2385GCC0329,颜色分类：2385新款挖掘机,,,交易成功,2385GCC0329
17273983753759454,正版电动泡泡枪儿童卡通动物吹泡泡机全自动玩具热卖地摊货源批发,7.9,1,6311PPQ0350,颜色分类：实色动物泡泡枪,,,交易成功,6311PPQ0350
17273983753759454,儿童玩具车卡通惯性工程车宝宝礼物小车男孩创意新奇地摊货源批发,3.39,4,666-1GCC0219,,,,交易成功,666-1GCC0219
17273983753759454,创意电动万向工程车音乐发光儿童玩具批发挖掘机男孩礼物地摊货源,9.8,1,86-98WJJ0527,,,,交易成功,86-98WJJ0527
17271683982285654,创意回力套装12个装消防救援车飞机消防车小汽车益智小玩具批发,9.5,1,GC025038,,,,交易成功,GC025038
17271683982285654,创意恐龙玩具卡装仿真恐龙模型小孩礼物宝宝玩具地摊货批发免邮,8.55,1,168-A30KL0387,,,,交易成功,168-A30KL0387
17271683982285654,创意新款回力小车惯性坦克 军事儿童玩具模型地摊货源玩具车批发,8.8,1,GC025045,颜色分类：军事坦克套装,,,交易成功,GC025045
17271683982285654,创意新款回力小车惯性坦克 军事儿童玩具模型地摊货源玩具车批发,8.9,1,168-109AJSZD0532,颜色分类：混合战车套装,,,交易成功,168-109AJSZD0532
17271683982285654,创意新品电动枪音乐玩具枪发光玩具地摊货源批热卖儿童礼物厂家,7.8,6,168-A27Q0386,颜色分类：黑色电动枪A;大小描述：均码,,,交易成功,168-A27Q0386
17271683982285654,创意闪光棒七彩发光棒 夜市热卖地摊货源新奇特玩具发光玩具批发,2.98,10,216FGB0506,,,,交易成功,216FGB0506
17271683982285654,创意回力汽车玩具车套装12个装车模型地摊热卖货源儿童玩具车批发,8.8,1,168-110SJMC,,,,交易成功,168-110SJMC
17271683982285654,创意发光球闪光透明发光水晶弹力球儿童小玩具 夜市地摊货源批发,1.85,24,SJQ-DS0071,颜色分类：带绳水晶球5.5CM,,,交易成功,SJQ-DS0071
17271683982285654,创意玩具车批发吸卡特警混合版警车飞机儿童礼物3岁宝宝地摊货源,8.8,1,168-94E0499,,,,交易成功,168-94E0499
17271683982285654,创意新款回力小车惯性坦克 军事儿童玩具模型地摊货源玩具车批发,8.9,1,168-112-0549,颜色分类：海军舰队,,,交易成功,168-112-0549
17255380375370809,新款蜜蜂车翻斗车特技电动玩具车自动翻儿童玩具批发地摊货源新奇,3.99,35,MFC0480,颜色分类：蜜蜂翻斗车;套餐类型：官方标配,,,交易成功,MFC0480
17255380375370809,儿童玩具指尖陀螺成人休闲减压三叶旋转创意手指陀螺地摊货源批发,5.59,1,GC004010,,,,交易成功,GC004010
17255380375370809,特价5号AA普通干电池 电动玩具配件 厂家直销批,1,20,HT-5H0094,,,,交易成功,HT-5H0094
17255380375370809,创意儿童玩具批发小雨伞泡泡棒吹泡泡好玩的泡泡水 地摊热卖玩具,2.25,2,GC018006,,,,交易成功,GC018006
17267283424756637,创意发光球闪光透明发光水晶弹力球儿童小玩具 夜市地摊货源批发,1.85,24,SJQ-DS0071,颜色分类：带绳水晶球5.5CM,,,交易成功,SJQ-DS0071
17267283424756637,创意儿童发光刀玩具刀闪光刀剑男生礼物义乌货源地摊玩具批发免邮,2.85,8,DZXD0135,颜色分类：电子小刀,,,交易成功,DZXD0135
21374448366162586,创意玩具车批发吸卡特警混合版警车飞机儿童礼物3岁宝宝地摊货源,8.8,1,168-94E0499,,,,交易成功,168-94E0499
21374448366162586,儿童电动火车百变轨道车儿童3-6岁宝宝礼物拼装套装小火车比赛,19.9,1,2208GDC0527,颜色分类：校园轨道车;套餐类型：套装礼盒+小车,,,交易成功,2208GDC0527
21374448366162586,创意新品电动枪音乐玩具枪发光玩具地摊货源批热卖儿童礼物厂家,10.69,1,9328Q0244,颜色分类：黑色狙击枪;大小描述：均码,,,交易成功,9328Q0244
21374448366162586,创意热卖回力惯性小汽车特警先锋 12辆巴士儿童玩具地摊货源批发,8.8,1,168-94D0516,,,,交易成功,168-94D0516
21374448366162586,创意回力套装12个装消防救援车飞机消防车小汽车益智小玩具批发,9.5,1,GC025038,,,,交易成功,GC025038
21374448366162586,建筑回力工程车挖土机套装小孩礼物混装吸卡装儿童节地摊玩具批发,7.9,1,GC025044,,,,交易成功,GC025044
21399309229700381,2017新款儿童水枪玩具3岁夏季玩沙戏水环保塑料儿童玩具批发地摊,2.55,20,3633SQ0371,套餐类型：标准配置;颜色分类：射击水枪,,,交易成功,3633SQ0371
17251522295763910,正版电动泡泡枪儿童卡通动物吹泡泡机全自动玩具热卖地摊货源批发,7.9,10,6311PPQ0350,颜色分类：实色动物泡泡枪,,,交易成功,6311PPQ0350
17247743851296722,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,1,GC083004,颜色分类：牛头龙小车;大小描述：回力动力,,,交易成功,GC083004
17247743851296722,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,1,GC083003,颜色分类：双冠龙小车;大小描述：回力动力,,,交易成功,GC083003
17247743851296722,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,1,GC083002,颜色分类：暴龙小车;大小描述：回力动力,,,交易成功,GC083002
17247743851296722,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,1,GC083001,颜色分类：三角龙小车;大小描述：回力动力,,,交易成功,GC083001
17247743851296722,创意恐龙玩具卡装仿真恐龙模型小孩礼物宝宝玩具地摊货批发免邮,8.55,1,168-A30KL0387,,,,交易成功,168-A30KL0387
17249121293406750,新款创意六一儿童节礼物音乐投影电动枪夜市地摊货源批发男孩玩具,9.9,2,GC086003,,,,交易成功,GC086003
17249121293406750,儿童会动的玩具大号电动发光恐龙走路三角龙仿真行走动物模型男孩,59.9,1,GC074007,,,,交易成功,GC074007
17249121293406750,遥控警车可充电儿童电动玩具车大方向盘重力感应漂移赛车男孩礼物,28.8,2,GC059001,,,,交易成功,GC059001
17249121293406750,儿童电动玩具发光走路仿真会叫三角龙行走动物恐龙玩具模型男孩,45,1,GC074005,,,,交易成功,GC074005
17249121293406750,儿童电动火车百变轨道车儿童3-6岁宝宝礼物拼装套装小火车比赛,19.9,2,2208GDC0527,颜色分类：校园轨道车;套餐类型：套装礼盒+小车,,,交易成功,2208GDC0527
17249121293406750,四通遥控汽玩具车大号越野车宝宝礼物发光遥控车充电儿童玩具男孩,35.68,1,22400A0361,,,,交易成功,22400A0361
17249121293406750,创意益智公主玩具女孩生日礼物礼盒单个婚纱新娘女童玩具娃娃热卖,32.9,1,GC062002,颜色分类：迷你小厨房A;高度：颜色随机,,,交易成功,GC062002
17249121293406750,创意益智公主玩具女孩生日礼物礼盒单个婚纱新娘女童玩具娃娃热卖,18.9,1,GC062013,颜色分类：黛拉公主;高度：颜色随机,,,交易成功,GC062013
17249121293406750,创意益智公主玩具女孩生日礼物礼盒单个婚纱新娘女童玩具娃娃热卖,9.9,2,GC062008,颜色分类：美丽小天使B;高度：颜色随机,,,交易成功,GC062008
17249121293406750,创意女孩玩具套装热卖过家家儿童礼品女生礼物义乌玩具地摊货批发,6.85,2,0879A-2CT0316,,,,交易成功,0879A-2CT0316
17249121293406750,创意回力套装12个装消防救援车飞机消防车小汽车益智小玩具批发,9.5,1,GC025038,,,,交易成功,GC025038
17249121293406750,儿童沙滩玩具水枪 宝宝玩水玩具户外洗澡游泳漂流戏大号水枪批发,5.9,2,GC080006,套餐类型：标准配置;颜色分类：53000绿色水枪,,,交易成功,GC080006
17249121293406750,儿童沙滩玩具水枪 宝宝玩水玩具户外洗澡游泳漂流戏大号水枪批发,19.9,2,GC080007,套餐类型：标准配置;颜色分类：28000橘色水枪,,,交易成功,GC080007
17249121293406750,创意玩具车批发吸卡特警混合版警车飞机儿童礼物3岁宝宝地摊货源,8.8,1,168-94E0499,,,,交易成功,168-94E0499
17249121293406750,创意回力汽车玩具车套装12个装车模型地摊热卖货源儿童玩具车批发,8.8,2,168-110SJMC,,,,交易成功,168-110SJMC
17249121293406750,创意儿童磁性钓鱼玩具益智宝宝1-2-3岁地摊货源热卖小孩玩具批发,3.35,4,YLB11DY0294,颜色分类：桶装B款钓鱼;大小描述：均码,,,交易成功,YLB11DY0294
17249121293406750,创意儿童磁性钓鱼玩具益智宝宝1-2-3岁地摊货源热卖小孩玩具批发,3.05,4,YLB5DY0296,颜色分类：桶装A款钓鱼;大小描述：均码,,,交易成功,YLB5DY0296
21358588050043797,创意益智公主玩具女孩生日礼物礼盒单个婚纱新娘女童玩具娃娃热卖,13.9,2,GC058001,颜色分类：8050开窗女孩;高度：颜色随机,,,交易成功,GC058001
21358588050043797,创意发光玩具热卖音乐闪光陀螺新奇儿童小孩玩具夜市地摊货源批发,3.9,3,851TL0400,,,,交易成功,851TL0400
21358588050043797,创意女孩玩具套装热卖过家家儿童礼品女生礼物义乌玩具地摊货批发,6.85,1,0879A-2CT0316,,,,交易成功,0879A-2CT0316
21358588050043797,创意儿童小相机义乌玩具批发1-2元以下礼物益智玩具地摊货源热卖,2.05,3,86-72A0415,颜色分类：小老鼠投影相机;大小描述：均码,,,交易成功,86-72A0415
21358588050043797,夏季热卖苹果造型手摇风创意新款儿童风扇玩具扇夜市地摊货源批发,2.29,4,GC022029,,,,交易成功,GC022029
21352128886672075,创意热卖回力惯性小汽车特警先锋 12辆巴士儿童玩具地摊货源批发,8.8,2,168-94D0516,,,,交易成功,168-94D0516
21352128886672075,2017创意新款拉线110警车好玩的儿童义乌地摊货源热卖玩具车批发,1.78,9,168-3LXC0530,颜色分类：粉色拉线车,,,交易成功,168-3LXC0530
21352128886672075,2017创意新款拉线110警车好玩的儿童义乌地摊货源热卖玩具车批发,1.78,8,38026JC0214,颜色分类：彩色拉线警车,,,交易成功,38026JC0214
21352128886672075,2017创意新款拉线110警车好玩的儿童义乌地摊货源热卖玩具车批发,1.78,8,168-5LXC0507,颜色分类：拉线警车,,,交易成功,168-5LXC0507
21364250640517184,创意新款发光翅膀背带儿童演出服装天使蝴蝶翅膀地摊货源玩具批发,4.55,8,DCBFGCB0151,颜色分类：不发光翅膀;大小描述：大号,,,交易成功,DCBFGCB0151
21364250640517184,创意新款发光翅膀背带儿童演出服装天使蝴蝶翅膀地摊货源玩具批发,5.55,7,DCFGCB0150,颜色分类：发光翅膀;大小描述：大号,,,交易成功,DCFGCB0150
17223902467382005,创意大号惯性工程车挖土机挖掘机男孩新奇好玩的儿童玩具地摊批发,3.9,10,2385GCC0329,,,,交易成功,2385GCC0329
17227421821382005,创意猴子彩虹圈音乐发光投影 儿童手提小灯笼地摊小玩具货源批发,2.9,10,MCS1552B0249,颜色分类：卡通灯笼彩虹圈,,,交易成功,MCS1552B0249
17202860413382005,创意猴子彩虹圈音乐发光投影 儿童手提小灯笼地摊小玩具货源批发,2.9,10,1652ADL0268,颜色分类：孙悟空灯笼彩虹圈,,,交易成功,1652ADL0268
17213443529437609,儿童拍拍球玩具幼儿园球类宝宝新款充气球小孩无毒西瓜皮球批发,1.99,2,GC081003,颜色分类：手柄球绿色,,,交易成功,GC081003
17213443529437609,儿童拍拍球玩具幼儿园球类宝宝新款充气球小孩无毒西瓜皮球批发,1.99,2,GC081011,颜色分类：手柄球粉色,,,交易成功,GC081011
17213443529437609,儿童拍拍球玩具幼儿园球类宝宝新款充气球小孩无毒西瓜皮球批发,3.29,1,GC084002,颜色分类：脚踩打气筒（适合大号）,,,交易成功,GC084002
17213443529437609,儿童拍拍球玩具幼儿园球类宝宝新款充气球小孩无毒西瓜皮球批发,1.99,2,GC081014,颜色分类：羊角球粉色,,,交易成功,GC081014
17213443529437609,儿童拍拍球玩具幼儿园球类宝宝新款充气球小孩无毒西瓜皮球批发,1.99,2,GC081009,颜色分类：手柄球蓝色,,,交易成功,GC081009
17213443529437609,儿童拍拍球玩具幼儿园球类宝宝新款充气球小孩无毒西瓜皮球批发,7.9,2,GC081016,颜色分类：大号羊角球红色,,,交易成功,GC081016
17213443529437609,儿童拍拍球玩具幼儿园球类宝宝新款充气球小孩无毒西瓜皮球批发,1.99,2,GC081012,颜色分类：羊角球蓝色,,,交易成功,GC081012
17213443529437609,儿童拍拍球玩具幼儿园球类宝宝新款充气球小孩无毒西瓜皮球批发,7.9,2,GC081015,颜色分类：大号羊角球蓝色,,,交易成功,GC081015
17213443529437609,儿童拍拍球玩具幼儿园球类宝宝新款充气球小孩无毒西瓜皮球批发,7.9,2,GC081017,颜色分类：大号羊角球粉色,,,交易成功,GC081017
17213443529437609,儿童拍拍球玩具幼儿园球类宝宝新款充气球小孩无毒西瓜皮球批发,1.89,2,GC081005,颜色分类：中号西瓜球,,,交易成功,GC081005
17208822072802433,婴儿手推车学步小车宝宝益智玩具创意小礼品1-3岁男女小孩玩具,16.8,1,GC060001,,,,交易成功,GC060001
17213201492892859,创意音乐电子琴仿真吉他夜市好玩的儿童小玩具礼物地摊货热卖批发,3.85,1,GC070001,,,,交易成功,GC070001
17213201492892859,传统套圈圈玩具创意小鸟水机幼儿园礼品儿童礼物玩具批发地摊热卖,0.99,1,698A-6SJ0362,颜色分类：卡通水机;大小描述：选好款式，颜色随机,,,交易成功,698A-6SJ0362
17213201492892859,儿童泡泡机自动泡泡枪 发光音乐儿童玩具户外吹泡泡小孩礼物批发,13.85,1,GC028026,,,,交易成功,GC028026
17213201492892859,创意 发光电动狗有声倒退狗会叫戴眼镜裙子儿童玩具批发地摊热卖,5.55,1,DTG-PM0128,颜色分类：平毛倒退狗;大小描述：颜色随机,,,交易成功,DTG-PM0128
